ENCFF603OCV.bed.gz,YY1  
ENCFF743DPF.bed.gz,H3K4me2  
ENCFF001XJK.bed.gz,H3K27me3  
ENCFF073EQV.bed.gz,H3K4me3  
ENCFF916VLX.bed.gz,H3K79me2  
ENCFF001TDD.bed.gz,H3K36me3  
ENCFF635NNG.bed.gz,H3K4me2  
ENCFF248IWJ.bed.gz,POLR2A  
ENCFF145PXH.bed.gz,H3K4me3  
ENCFF346FRE.bed.gz,H3K4me3  
ENCFF675PAV.bed.gz,H3K4me3  
ENCFF947KPB.bed.gz,POLR2A  
ENCFF001XDJ.bed.gz,H3K4me3  
ENCFF001VFE.bed.gz,RAD21  
ENCFF075AQR.bed.gz,H3K4me3  
ENCFF084PQN.bed.gz,H3K4me3  
ENCFF806XXU.bed.gz,H3K4me3  
ENCFF666IXO.bed.gz,H3K4me3  
ENCFF598TXV.bed.gz,H3K27ac  
ENCFF001TVJ.bed.gz,POLR2A  
ENCFF983WXI.bed.gz,H3K4me3  
ENCFF001XCF.bed.gz,H3K4me3  
ENCFF538SIJ.bed.gz,H3K27ac  
ENCFF775UVG.bed.gz,H3K9me3  
ENCFF662MYJ.bed.gz,H3K36me3  
ENCFF001WZX.bed.gz,H3K36me3  
ENCFF001STW.bed.gz,H3K27ac  
ENCFF759RRE.bed.gz,H3K4me1  
ENCFF139MVP.bed.gz,H3K4me3  
ENCFF001XGV.bed.gz,H3K4me3  
ENCFF001XJQ.bed.gz,H3K4me3  
ENCFF819URQ.bed.gz,H3K36me3  
ENCFF132RUT.bed.gz,H3K4me2  
ENCFF159WBH.bed.gz,H3K4me3  
ENCFF419WTA.bed.gz,H3K27ac  
ENCFF425OPL.bed.gz,RAD21  
ENCFF003WNJ.bed.gz,POLR2AphosphoS5  
ENCFF115SLS.bed.gz,H3K9me3  
ENCFF001SUD.bed.gz,H2AFZ  
ENCFF148IFK.bed.gz,H3K36me3  
ENCFF370RFF.bed.gz,H3K27ac  
ENCFF842OUN.bed.gz,H3K4me3  
ENCFF515HFJ.bed.gz,H3K9me3  
ENCFF858KQP.bed.gz,H2AFZ  
ENCFF537EUG.bed.gz,H3K36me3  
ENCFF598UYO.bed.gz,H3K4me2  
ENCFF324NLX.bed.gz,H3K4me1  
ENCFF280QNB.bed.gz,H3K4me3  
ENCFF999WEQ.bed.gz,H3K27ac  
ENCFF900HZM.bed.gz,H3K27ac  
ENCFF801MRV.bed.gz,H3K4me2  
ENCFF170AKX.bed.gz,H4K20me1  
ENCFF584YYH.bed.gz,RAD21  
ENCFF214QUX.bed.gz,YY1  
ENCFF519ULT.bed.gz,H3K4me3  
ENCFF737CON.bed.gz,H3K4me3  
ENCFF920RPU.bed.gz,H3K36me3  
ENCFF687OUM.bed.gz,H3K4me3  
ENCFF632VFE.bed.gz,H3K36me3  
ENCFF001SZE.bed.gz,H3K27ac  
ENCFF152SAO.bed.gz,H3K4me3  
ENCFF483LMZ.bed.gz,H3K4me2  
ENCFF883KPX.bed.gz,H3K27me3  
ENCFF002CQE.bed.gz,POLR2A  
ENCFF749COB.bed.gz,H3K36me3  
ENCFF130XBG.bed.gz,H2AFZ  
ENCFF250OWR.bed.gz,H3K4me1  
ENCFF200FSX.bed.gz,H3K36me3  
ENCFF479YAA.bed.gz,H4K20me1  
ENCFF512HIC.bed.gz,H3K79me2  
ENCFF958FNH.bed.gz,H3K4me1  
ENCFF618TXP.bed.gz,H3K36me3  
ENCFF001SWX.bed.gz,H3K27me3  
ENCFF994KPZ.bed.gz,H3K36me3  
ENCFF377RTZ.bed.gz,H3K27ac  
ENCFF750SNG.bed.gz,H3K4me3  
ENCFF963UCB.bed.gz,H3K27me3  
ENCFF305SKD.bed.gz,H3K4me2  
ENCFF001WVH.bed.gz,H3K4me3  
ENCFF333UMD.bed.gz,POLR2AphosphoS5  
ENCFF013NHT.bed.gz,H3K27me3  
ENCFF132OKK.bed.gz,H4K20me1  
ENCFF763KGX.bed.gz,POLR2A  
ENCFF002CGF.bed.gz,YY1  
ENCFF238FUX.bed.gz,POLR2A  
ENCFF529UIH.bed.gz,H3K9ac  
ENCFF448WRI.bed.gz,RAD21  
ENCFF425FRS.bed.gz,H3K4me1  
ENCFF001TZX.bed.gz,POLR2AphosphoS5  
ENCFF915DZV.bed.gz,H3K36me3  
ENCFF001SXO.bed.gz,H3K79me2  
ENCFF048QES.bed.gz,H2AFZ  
ENCFF289LCG.bed.gz,H3K36me3  
ENCFF929USO.bed.gz,H3K4me2  
ENCFF357MJZ.bed.gz,H3K27ac  
ENCFF091OBL.bed.gz,H3K4me3  
ENCFF360KSO.bed.gz,H3K4me2  
ENCFF247OVB.bed.gz,H3K36me3  
ENCFF598HLP.bed.gz,H3K4me3  
ENCFF850PEP.bed.gz,H3K79me2  
ENCFF565VYY.bed.gz,H2AFZ  
ENCFF261REY.bed.gz,H3K4me3  
ENCFF362QPH.bed.gz,H3K4me3  
ENCFF845RGR.bed.gz,EP300  
ENCFF348CCL.bed.gz,H3K4me2  
ENCFF287MCU.bed.gz,H3K27ac  
ENCFF343VBU.bed.gz,H3K4me3  
ENCFF268VOS.bed.gz,H3K36me3  
ENCFF712ODC.bed.gz,H3K36me3  
ENCFF562LNL.bed.gz,H3K4me1  
ENCFF534ZOG.bed.gz,H3K36me3  
ENCFF929ZLG.bed.gz,H3K36me3  
ENCFF028JVI.bed.gz,H3K79me2  
ENCFF545HFS.bed.gz,H3K36me3  
ENCFF744RLR.bed.gz,H3K4me3  
ENCFF517KFL.bed.gz,H3K4me3  
ENCFF567XUE.bed.gz,H3K27ac  
ENCFF207ROU.bed.gz,H3K36me3  
ENCFF001VDE.bed.gz,H3K4me3  
ENCFF194GXL.bed.gz,H3K4me1  
ENCFF183KZT.bed.gz,H3K79me2  
ENCFF001TXU.bed.gz,REST  
ENCFF327DLH.bed.gz,H3K27ac  
ENCFF001WZL.bed.gz,H3K27me3  
ENCFF335LNR.bed.gz,H2AFZ  
ENCFF281EHY.bed.gz,H3K27me3  
ENCFF353NPL.bed.gz,H3K36me3  
ENCFF846NCI.bed.gz,RAD21  
ENCFF642OGZ.bed.gz,H3K36me3  
ENCFF115UTP.bed.gz,H3K4me3  
ENCFF391AVR.bed.gz,H3K4me3  
ENCFF632KEJ.bed.gz,H3K27me3  
ENCFF373KHY.bed.gz,H3K9me3  
ENCFF683XUE.bed.gz,YY1  
ENCFF311MAB.bed.gz,H3K36me3  
ENCFF263YLX.bed.gz,POLR2AphosphoS5  
ENCFF912MXM.bed.gz,H3K27me3  
ENCFF942UNJ.bed.gz,H3K27ac  
ENCFF508KBG.bed.gz,H3K36me3  
ENCFF399UBF.bed.gz,H3K4me3  
ENCFF366SOV.bed.gz,H3K9ac  
ENCFF645DIC.bed.gz,POLR2A  
ENCFF002DAY.bed.gz,POLR2A  
ENCFF115IHL.bed.gz,H3K4me1  
ENCFF601QJM.bed.gz,H3K9ac  
ENCFF806ZBQ.bed.gz,H4K20me1  
ENCFF230DMM.bed.gz,POLR2AphosphoS5  
ENCFF861GAH.bed.gz,H3K79me2  
ENCFF328ZHG.bed.gz,H3K9me3  
ENCFF437AIP.bed.gz,H3K4me2  
ENCFF001TAL.bed.gz,H3K4me3  
ENCFF304QFS.bed.gz,POLR2AphosphoS5  
ENCFF295GNH.bed.gz,H3K4me3  
ENCFF294FPR.bed.gz,REST  
ENCFF415BOQ.bed.gz,H3K4me1  
ENCFF994XKT.bed.gz,YY1  
ENCFF939PZI.bed.gz,H3K9me3  
ENCFF001TCB.bed.gz,H3K4me2  
ENCFF405OQJ.bed.gz,H3K27me3  
ENCFF618IBW.bed.gz,REST  
ENCFF187UKC.bed.gz,H3K4me3  
ENCFF354MDY.bed.gz,H3K4me3  
ENCFF736KTQ.bed.gz,H3K27me3  
ENCFF460UVE.bed.gz,H3K4me2  
ENCFF190VFI.bed.gz,H3K27ac  
ENCFF521MMQ.bed.gz,POLR2AphosphoS5  
ENCFF001XHR.bed.gz,H3K27me3  
ENCFF485EDO.bed.gz,H3K4me2  
ENCFF743BAO.bed.gz,H3K79me2  
ENCFF940ZNY.bed.gz,H3K4me1  
ENCFF001UNN.bed.gz,RAD21  
ENCFF315RID.bed.gz,POLR2A  
ENCFF176SWZ.bed.gz,H3K36me3  
ENCFF595GMW.bed.gz,H3K9ac  
ENCFF637KHE.bed.gz,POLR2A  
ENCFF173MJD.bed.gz,H3K4me1  
ENCFF463AFD.bed.gz,H3K9me3  
ENCFF286TUN.bed.gz,H3K27me3  
ENCFF347JZD.bed.gz,POLR2AphosphoS5  
ENCFF411XOO.bed.gz,H3K4me1  
ENCFF751ZAJ.bed.gz,H3K9ac  
ENCFF001TXW.bed.gz,EP300  
ENCFF857XKJ.bed.gz,H3K36me3  
ENCFF532MZI.bed.gz,POLR2A  
ENCFF530RCU.bed.gz,H3K27me3  
ENCFF893JJR.bed.gz,H3K4me3  
ENCFF090LXM.bed.gz,H3K4me3  
ENCFF001UAL.bed.gz,POLR2AphosphoS5  
ENCFF002CKU.bed.gz,REST  
ENCFF444HWW.bed.gz,H3K27ac  
ENCFF205TFY.bed.gz,POLR2AphosphoS5  
ENCFF480DUE.bed.gz,H3K4me3  
ENCFF226RNF.bed.gz,H3K27me3  
ENCFF972IZY.bed.gz,H3K36me3  
ENCFF943PGI.bed.gz,H4K20me1  
ENCFF334VVP.bed.gz,POLR2A  
ENCFF295PAH.bed.gz,H3K79me2  
ENCFF814DEC.bed.gz,H3K79me2  
ENCFF501HAG.bed.gz,REST  
ENCFF185LAQ.bed.gz,H3K9me3  
ENCFF001XBG.bed.gz,H3K4me3  
ENCFF783OAU.bed.gz,H3K4me3  
ENCFF845PQC.bed.gz,POLR2AphosphoS5  
ENCFF002END.bed.gz,H3K4me2  
ENCFF226MKP.bed.gz,POLR2AphosphoS5  
ENCFF073OAK.bed.gz,H3K4me1  
ENCFF408NCZ.bed.gz,H3K27me3  
ENCFF263ADC.bed.gz,RAD21  
ENCFF868VSR.bed.gz,H3K9ac  
ENCFF128XBQ.bed.gz,H3K4me1  
ENCFF001XJP.bed.gz,H3K4me3  
ENCFF933RQB.bed.gz,H3K4me3  
ENCFF707FDE.bed.gz,EP300  
ENCFF348RGO.bed.gz,H3K9ac  
ENCFF813PAL.bed.gz,H3K27ac  
ENCFF625SCR.bed.gz,H3K27ac  
ENCFF087UYO.bed.gz,H3K4me1  
ENCFF154RFF.bed.gz,POLR2AphosphoS5  
ENCFF412UTE.bed.gz,H3K27me3  
ENCFF184WAP.bed.gz,H3K27ac  
ENCFF392TPC.bed.gz,H3K4me2  
ENCFF001TIF.bed.gz,POLR2A  
ENCFF030GBC.bed.gz,H3K9me3  
ENCFF324DMA.bed.gz,H3K27ac  
ENCFF132IPF.bed.gz,H3K4me3  
ENCFF542DOG.bed.gz,POLR2AphosphoS5  
ENCFF868KAY.bed.gz,H3K36me3  
ENCFF329MGG.bed.gz,H3K4me2  
ENCFF236XXG.bed.gz,H3K9ac  
ENCFF456BIZ.bed.gz,H2AFZ  
ENCFF764SZC.bed.gz,POLR2AphosphoS5  
ENCFF444PQG.bed.gz,H3K27ac  
ENCFF114SRH.bed.gz,H3K27ac  
ENCFF862HXB.bed.gz,H3K27ac  
ENCFF010JAC.bed.gz,H3K4me3  
ENCFF595JEX.bed.gz,H3K36me3  
ENCFF002CXP.bed.gz,POLR2A  
ENCFF868AQH.bed.gz,H3K27ac  
ENCFF533MNU.bed.gz,H3K27me3  
ENCFF001XFE.bed.gz,H3K36me3  
ENCFF662FOC.bed.gz,H2AFZ  
ENCFF688ZFU.bed.gz,H3K4me3  
ENCFF677JIG.bed.gz,H3K9me3  
ENCFF561YXR.bed.gz,H2AFZ  
ENCFF434CYZ.bed.gz,H3K27me3  
ENCFF001XAI.bed.gz,H3K36me3  
ENCFF474SFT.bed.gz,H3K27ac  
ENCFF001WVB.bed.gz,H3K4me3  
ENCFF883LPV.bed.gz,POLR2A  
ENCFF416PHD.bed.gz,H3K36me3  
ENCFF623RZZ.bed.gz,REST  
ENCFF063IRW.bed.gz,POLR2A  
ENCFF514BDZ.bed.gz,H2AFZ  
ENCFF001THU.bed.gz,POLR2A  
ENCFF894VEM.bed.gz,H3K9me3  
ENCFF782DPB.bed.gz,H4K20me1  
ENCFF001XCP.bed.gz,H3K4me3  
ENCFF760XJE.bed.gz,POLR2AphosphoS5  
ENCFF667PLG.bed.gz,H2AFZ  
ENCFF789PAH.bed.gz,H3K9me3  
ENCFF931VYB.bed.gz,H3K36me3  
ENCFF594MZL.bed.gz,H3K9me3  
ENCFF385WZD.bed.gz,H2AFZ  
ENCFF287VNA.bed.gz,EP300  
ENCFF871MOJ.bed.gz,H3K4me1  
ENCFF367PZY.bed.gz,H3K4me3  
ENCFF763CIB.bed.gz,H3K36me3  
ENCFF314GGO.bed.gz,H3K27ac  
ENCFF717PMK.bed.gz,POLR2AphosphoS5  
ENCFF675FQI.bed.gz,H3K79me2  
ENCFF775DRF.bed.gz,H3K79me2  
ENCFF478SSH.bed.gz,H3K36me3  
ENCFF563DRM.bed.gz,H3K9me3  
ENCFF659PCD.bed.gz,H3K4me3  
ENCFF001UOB.bed.gz,REST  
ENCFF943UPW.bed.gz,H3K36me3  
ENCFF461WLA.bed.gz,H3K27me3  
ENCFF807KQU.bed.gz,H3K9ac  
ENCFF046BKR.bed.gz,REST  
ENCFF664XAX.bed.gz,H3K9me3  
ENCFF946CXU.bed.gz,POLR2AphosphoS5  
ENCFF796SNA.bed.gz,H3K36me3  
ENCFF869HGO.bed.gz,H4K20me1  
ENCFF693BMI.bed.gz,H3K36me3  
ENCFF587YTK.bed.gz,H3K36me3  
ENCFF800NJQ.bed.gz,YY1  
ENCFF216LYF.bed.gz,H3K9me3  
ENCFF146ODE.bed.gz,H3K27me3  
ENCFF241ZTW.bed.gz,POLR2A  
ENCFF001SXC.bed.gz,H3K79me2  
ENCFF445TVF.bed.gz,POLR2A  
ENCFF366QAV.bed.gz,H3K4me3  
ENCFF063VHN.bed.gz,H3K27ac  
ENCFF001WXO.bed.gz,H3K4me3  
ENCFF646JJX.bed.gz,H3K4me3  
ENCFF683HSB.bed.gz,H3K4me3  
ENCFF593VYT.bed.gz,H3K27me3  
ENCFF129IHA.bed.gz,H3K4me3  
ENCFF001TZY.bed.gz,POLR2A  
ENCFF179MYY.bed.gz,H3K4me3  
ENCFF709THW.bed.gz,H3K9me3  
ENCFF457KRU.bed.gz,H3K9me3  
ENCFF845BMJ.bed.gz,H3K79me2  
ENCFF455SXO.bed.gz,H3K27ac  
ENCFF001XEJ.bed.gz,H3K27me3  
ENCFF873HTM.bed.gz,H3K9me3  
ENCFF001VCX.bed.gz,H3K9me3  
ENCFF474KHR.bed.gz,REST  
ENCFF001UTV.bed.gz,POLR2A  
ENCFF638MHE.bed.gz,H3K4me3  
ENCFF042DJX.bed.gz,H3K27ac  
ENCFF020CZR.bed.gz,H3K27me3  
ENCFF278XFP.bed.gz,POLR2A  
ENCFF947ROX.bed.gz,H3K4me3  
ENCFF378SCK.bed.gz,H3K27ac  
ENCFF839TID.bed.gz,H3K27ac  
ENCFF153PRJ.bed.gz,H3K27ac  
ENCFF300YQM.bed.gz,H3K4me3  
ENCFF575EYM.bed.gz,H3K4me3  
ENCFF047WZX.bed.gz,YY1  
ENCFF206XCI.bed.gz,H3K4me1  
ENCFF151QZZ.bed.gz,H3K27me3  
ENCFF877PDN.bed.gz,H3K4me3  
ENCFF655VOO.bed.gz,H3K4me3  
ENCFF418DUT.bed.gz,H3K27me3  
ENCFF992WNM.bed.gz,H3K27ac  
ENCFF026ZVZ.bed.gz,H3K36me3  
ENCFF772YDC.bed.gz,H3K4me3  
ENCFF001UPV.bed.gz,EP300  
ENCFF293IYJ.bed.gz,H3K9me3  
ENCFF001SSQ.bed.gz,H2AFZ  
ENCFF534PLG.bed.gz,H3K4me3  
ENCFF102OIE.bed.gz,H3K4me3  
ENCFF002CJU.bed.gz,POLR2AphosphoS5  
ENCFF959AXO.bed.gz,H4K20me1  
ENCFF376YZE.bed.gz,H3K4me3  
ENCFF081VUY.bed.gz,H3K9ac  
ENCFF562GGM.bed.gz,H3K9me3  
ENCFF185XJY.bed.gz,H3K4me3  
ENCFF547LOQ.bed.gz,H3K4me3  
ENCFF187CLQ.bed.gz,H3K79me2  
ENCFF244OLU.bed.gz,H3K4me3  
ENCFF553YLS.bed.gz,H3K27me3  
ENCFF728CMP.bed.gz,H3K4me3  
ENCFF044HEL.bed.gz,H3K36me3  
ENCFF179IEE.bed.gz,H3K79me2  
ENCFF715AKU.bed.gz,POLR2A  
ENCFF127XXD.bed.gz,H3K4me3  
ENCFF291PDO.bed.gz,H3K9me3  
ENCFF001XDF.bed.gz,H3K4me3  
ENCFF993QNW.bed.gz,H3K4me1  
ENCFF981QYW.bed.gz,H3K36me3  
ENCFF167YNG.bed.gz,H3K36me3  
ENCFF040XZW.bed.gz,H3K36me3  
ENCFF784HLI.bed.gz,H3K36me3  
ENCFF441XIR.bed.gz,H3K4me1  
ENCFF056XPR.bed.gz,H3K27me3  
ENCFF689SHD.bed.gz,H3K4me3  
ENCFF695AAZ.bed.gz,H3K79me2  
ENCFF780NUI.bed.gz,H3K4me3  
ENCFF719LRQ.bed.gz,H3K4me3  
ENCFF428AQJ.bed.gz,H3K27ac  
ENCFF575WAS.bed.gz,H3K27ac  
ENCFF152QBG.bed.gz,H3K4me3  
ENCFF572FCX.bed.gz,H4K20me1  
ENCFF285ODQ.bed.gz,POLR2AphosphoS5  
ENCFF852UHO.bed.gz,H3K4me3  
ENCFF513NXL.bed.gz,H3K4me3  
ENCFF466PXQ.bed.gz,H2AFZ  
ENCFF875DLM.bed.gz,POLR2AphosphoS5  
ENCFF379OYE.bed.gz,H3K27me3  
ENCFF943QBE.bed.gz,H3K27ac  
ENCFF601GHI.bed.gz,H3K27ac  
ENCFF187OWA.bed.gz,H3K36me3  
ENCFF851QJD.bed.gz,H3K9me3  
ENCFF001XIN.bed.gz,H3K27me3  
ENCFF927HEY.bed.gz,H3K4me3  
ENCFF743WCA.bed.gz,POLR2A  
ENCFF166NKN.bed.gz,H3K27ac  
ENCFF868YSL.bed.gz,H3K27ac  
ENCFF162LGB.bed.gz,EP300  
ENCFF432YGS.bed.gz,H3K27me3  
ENCFF688IIM.bed.gz,H3K9me3  
ENCFF759UQN.bed.gz,H3K4me1  
ENCFF001TCX.bed.gz,H3K79me2  
ENCFF121FKZ.bed.gz,H3K4me3  
ENCFF665AIC.bed.gz,H3K9me3  
ENCFF849NZD.bed.gz,H3K9me3  
ENCFF001TVI.bed.gz,EP300  
ENCFF194BYC.bed.gz,H3K9me3  
ENCFF553TDU.bed.gz,H3K27ac  
ENCFF001XDD.bed.gz,H3K4me3  
ENCFF806HVP.bed.gz,H2AFZ  
ENCFF270WTR.bed.gz,H3K9me3  
ENCFF680IKB.bed.gz,POLR2A  
ENCFF001SYQ.bed.gz,H3K9ac  
ENCFF507QTS.bed.gz,H3K27ac  
ENCFF773FKD.bed.gz,POLR2A  
ENCFF874QGO.bed.gz,POLR2A  
ENCFF985OJY.bed.gz,H3K36me3  
ENCFF443CJX.bed.gz,H3K27ac  
ENCFF001URQ.bed.gz,EP300  
ENCFF895WQW.bed.gz,H3K27me3  
ENCFF043CSY.bed.gz,H3K27me3  
ENCFF002DAV.bed.gz,POLR2A  
ENCFF533QSX.bed.gz,H3K4me3  
ENCFF660EXY.bed.gz,H3K4me2  
ENCFF507MGE.bed.gz,H3K27ac  
ENCFF934XEQ.bed.gz,EP300  
ENCFF744QYI.bed.gz,H3K4me2  
ENCFF524XWV.bed.gz,H3K9me3  
ENCFF457SPE.bed.gz,H3K4me1  
ENCFF002CZW.bed.gz,POLR2A  
ENCFF584YVX.bed.gz,H3K9me3  
ENCFF769HCK.bed.gz,H3K36me3  
ENCFF227OER.bed.gz,H4K20me1  
ENCFF001SYL.bed.gz,H3K36me3  
ENCFF246THR.bed.gz,H3K36me3  
ENCFF630QJJ.bed.gz,POLR2A  
ENCFF973OTZ.bed.gz,H3K27me3  
ENCFF507DHS.bed.gz,POLR2AphosphoS5  
ENCFF001TTA.bed.gz,REST  
ENCFF748YIA.bed.gz,H3K4me2  
ENCFF001VLU.bed.gz,RAD21  
ENCFF001WUQ.bed.gz,H3K4me3  
ENCFF458WTJ.bed.gz,H3K4me2  
ENCFF665KBK.bed.gz,H3K27me3  
ENCFF312FTI.bed.gz,H3K4me3  
ENCFF701HVD.bed.gz,H3K4me3  
ENCFF703BQW.bed.gz,H3K27ac  
ENCFF024WLD.bed.gz,H3K4me3  
ENCFF153REQ.bed.gz,H3K27me3  
ENCFF081YZL.bed.gz,H3K27ac  
ENCFF350CMV.bed.gz,POLR2A  
ENCFF876QHF.bed.gz,H3K4me3  
ENCFF845GEJ.bed.gz,H3K4me1  
ENCFF312NWC.bed.gz,H3K27ac  
ENCFF081NOL.bed.gz,H3K27ac  
ENCFF101AFR.bed.gz,H3K4me3  
ENCFF377DUB.bed.gz,H3K27me3  
ENCFF456JEW.bed.gz,EP300  
ENCFF816UIF.bed.gz,REST  
ENCFF709YFQ.bed.gz,H3K27ac  
ENCFF593SAN.bed.gz,RAD21  
ENCFF837QMX.bed.gz,EP300  
ENCFF774RLS.bed.gz,H3K27ac  
ENCFF001XDM.bed.gz,H3K4me3  
ENCFF934MOW.bed.gz,H3K36me3  
ENCFF383YDP.bed.gz,H3K9me3  
ENCFF162RSB.bed.gz,H3K4me1  
ENCFF061SPB.bed.gz,YY1  
ENCFF734XPE.bed.gz,H3K9ac  
ENCFF001TDG.bed.gz,H3K9me3  
ENCFF195VOR.bed.gz,H3K36me3  
ENCFF878FXM.bed.gz,H3K36me3  
ENCFF001XCC.bed.gz,H3K4me3  
ENCFF001UOF.bed.gz,POLR2AphosphoS5  
ENCFF444NQJ.bed.gz,H3K4me3  
ENCFF227OAB.bed.gz,H3K9me3  
ENCFF802REN.bed.gz,H3K4me2  
ENCFF372HWW.bed.gz,H3K4me1  
ENCFF901YUN.bed.gz,EP300  
ENCFF001TYH.bed.gz,POLR2AphosphoS5  
ENCFF573RFU.bed.gz,POLR2AphosphoS5  
ENCFF607JOX.bed.gz,H3K27me3  
ENCFF521QGH.bed.gz,H3K9me3  
ENCFF353HTX.bed.gz,H3K27me3  
ENCFF859NJV.bed.gz,REST  
ENCFF175SSO.bed.gz,H3K4me2  
ENCFF361SZW.bed.gz,H3K36me3  
ENCFF306ECV.bed.gz,H3K36me3  
ENCFF001XJS.bed.gz,H3K4me3  
ENCFF001WVL.bed.gz,H3K4me3  
ENCFF581ONV.bed.gz,H3K27me3  
ENCFF001WUS.bed.gz,H3K4me3  
ENCFF737AMS.bed.gz,H3K4me3  
ENCFF481NWJ.bed.gz,H3K36me3  
ENCFF846JKX.bed.gz,RAD21  
ENCFF850PTI.bed.gz,H3K27me3  
ENCFF223DSY.bed.gz,H3K4me1  
ENCFF699ETU.bed.gz,H3K36me3  
ENCFF001XIW.bed.gz,H3K4me3  
ENCFF829ZKD.bed.gz,H3K27ac  
ENCFF593BDI.bed.gz,H3K79me2  
ENCFF276XLL.bed.gz,POLR2AphosphoS5  
ENCFF127IVM.bed.gz,H3K27me3  
ENCFF993TIL.bed.gz,H3K4me1  
ENCFF411OXF.bed.gz,H3K27me3  
ENCFF594ASC.bed.gz,H3K9me3  
ENCFF671WZE.bed.gz,H3K9me3  
ENCFF846MNK.bed.gz,H3K4me2  
ENCFF511RBK.bed.gz,EP300  
ENCFF001WYC.bed.gz,H3K27me3  
ENCFF346SGF.bed.gz,H4K20me1  
ENCFF001TAV.bed.gz,H2AFZ  
ENCFF698KJA.bed.gz,H3K27ac  
ENCFF294BZJ.bed.gz,YY1  
ENCFF048AZM.bed.gz,H3K9me3  
ENCFF273QDG.bed.gz,H3K9ac  
ENCFF001TCA.bed.gz,H3K4me1  
ENCFF666TBL.bed.gz,H3K9me3  
ENCFF975AWT.bed.gz,H3K27ac  
ENCFF001WXV.bed.gz,H3K4me3  
ENCFF772CQW.bed.gz,H3K27ac  
ENCFF020QBK.bed.gz,H3K36me3  
ENCFF001XCD.bed.gz,H3K4me3  
ENCFF799LIJ.bed.gz,H3K36me3  
ENCFF001SWQ.bed.gz,H3K9ac  
ENCFF397JFD.bed.gz,H3K4me3  
ENCFF902ESG.bed.gz,H3K79me2  
ENCFF441DWL.bed.gz,H3K36me3  
ENCFF002CNI.bed.gz,POLR2AphosphoS5  
ENCFF279TUX.bed.gz,H3K9me3  
ENCFF885QPI.bed.gz,H3K36me3  
ENCFF855KWS.bed.gz,H3K4me3  
ENCFF811VGM.bed.gz,H3K4me3  
ENCFF354PQY.bed.gz,H3K4me2  
ENCFF744CHB.bed.gz,H3K4me3  
ENCFF294RNI.bed.gz,EP300  
ENCFF016KKP.bed.gz,H3K4me3  
ENCFF845WXY.bed.gz,H3K9me3  
ENCFF855MGS.bed.gz,H3K36me3  
ENCFF734CUK.bed.gz,H3K27me3  
ENCFF001XEH.bed.gz,H3K27me3  
ENCFF867GBM.bed.gz,H3K4me2  
ENCFF755ORI.bed.gz,H3K4me1  
ENCFF383VOG.bed.gz,H3K4me2  
ENCFF906ESV.bed.gz,EP300  
ENCFF573SCA.bed.gz,H3K4me3  
ENCFF608FSS.bed.gz,H3K27me3  
ENCFF509ZXL.bed.gz,H3K4me3  
ENCFF644OZP.bed.gz,H3K9me3  
ENCFF844KYC.bed.gz,H3K4me3  
ENCFF261CHY.bed.gz,H3K4me3  
ENCFF990XZF.bed.gz,H3K4me3  
ENCFF519AMH.bed.gz,YY1  
ENCFF001TTJ.bed.gz,RAD21  
ENCFF040ECV.bed.gz,H3K4me2  
ENCFF036RRX.bed.gz,H3K27me3  
ENCFF001WXP.bed.gz,H3K4me3  
ENCFF434AUI.bed.gz,H3K27ac  
ENCFF001XJZ.bed.gz,H3K4me3  
ENCFF842AUY.bed.gz,H3K27ac  
ENCFF441KRA.bed.gz,H3K4me1  
ENCFF396EDK.bed.gz,H3K4me1  
ENCFF142CSP.bed.gz,H3K79me2  
ENCFF001XDY.bed.gz,H3K4me3  
ENCFF267RGU.bed.gz,REST  
ENCFF001VOC.bed.gz,EP300  
ENCFF494ZZT.bed.gz,H3K27ac  
ENCFF617QEN.bed.gz,POLR2AphosphoS5  
ENCFF395VFE.bed.gz,H3K4me1  
ENCFF850AEG.bed.gz,H3K27me3  
ENCFF001THW.bed.gz,POLR2A  
ENCFF453WTP.bed.gz,H3K4me1  
ENCFF001SYJ.bed.gz,H3K27ac  
ENCFF765DZN.bed.gz,H3K27ac  
ENCFF070IWD.bed.gz,H3K27ac  
ENCFF615MJR.bed.gz,H3K36me3  
ENCFF591CVB.bed.gz,H3K4me3  
ENCFF299GFJ.bed.gz,H3K27ac  
ENCFF620AJW.bed.gz,H3K4me1  
ENCFF434YJW.bed.gz,H3K4me3  
ENCFF383DCB.bed.gz,H3K9me3  
ENCFF230KKY.bed.gz,H3K4me3  
ENCFF001UCE.bed.gz,RAD21  
ENCFF902FLR.bed.gz,H3K27ac  
ENCFF115JOX.bed.gz,H3K27ac  
ENCFF252FBJ.bed.gz,POLR2A  
ENCFF698GDV.bed.gz,H3K27me3  
ENCFF998UCX.bed.gz,H4K20me1  
ENCFF001VHJ.bed.gz,POLR2A  
ENCFF027NGR.bed.gz,H3K27ac  
ENCFF296BSI.bed.gz,H3K79me2  
ENCFF731INI.bed.gz,H3K9ac  
ENCFF443ALP.bed.gz,H4K20me1  
ENCFF015XHP.bed.gz,H3K27ac  
ENCFF446QVA.bed.gz,H3K27me3  
ENCFF257PQU.bed.gz,H3K4me1  
ENCFF291LHF.bed.gz,H3K4me2  
ENCFF227EUK.bed.gz,EP300  
ENCFF001TBY.bed.gz,H3K27me3  
